200550,0
100553,0
200517,0
101130,0
101136,0
290157,0
290192,0
290197,0
124188,0
290109,0
290159,0
217537,0
260579,0
290102,0
211110,0
102105,0
202508,0
202530,0
202526,0
202523,0
202519,0
202507,0
202504,0
202511,0
202509,0
202520,0
202515,0
202522,0
202531,0
202517,0
203368,0
203339,0
203340,0
203309,0
203311,0
203344,0
203346,0
203347,0
203350,0
203353,0
203337,0
103577,0
204006,0
204021,0
204015,0
204026,0
204029,0
204028,0
204025,0
104106,0
104133,0
204240,0
204203,0
204215,0
204212,0
204229,0
204503,0
105125,0
105503,0
205954,0
205955,0
206039,0
206047,0
206031,0
206037,0
205910,0
206063,0
205925,0
205918,0
205920,0
205913,0
205937,0
205908,0
205903,0
205905,0
205907,0
205945,0
205947,0
206012,0
298011,0
206218,0
206213,0
206212,0
206215,0
206216,0
206217,0
206220,0
206388,0
206389,0
206390,0
206259,0
206262,0
206260,0
206261,0
206241,0
206242,0
206243,0
206240,0
206246,0
206247,0
206254,0
206367,0
206370,0
206369,0
206362,0
206363,0
206364,0
206365,0
206366,0
206348,0
206352,0
206353,0
206354,0
206355,0
206380,0
206345,0
206358,0
206359,0
206360,0
206374,0
206375,0
206376,0
206350,0
206249,0
206251,0
206252,0
206250,0
206310,0
206311,0
206318,0
206312,0
206313,0
206320,0
206321,0
206322,0
206292,0
206294,0
206295,0
206317,0
206319,0
206324,0
206275,0
206271,0
206266,0
206233,0
206232,0
206224,0
206226,0
206222,0
206227,0
206302,0
206301,0
206299,0
206298,0
206305,0
206279,0
206281,0
10BA-LCK,0
206403,0
207131,0
207130,0
207161,0
207164,0
207167,0
207160,0
207166,0
207163,0
207133,0
207132,0
207134,0
207136,0
207110-BLANCO,0
207110,0
207113,0
207145,0
207141,0
207144,0
207150,0
207147,0
207149,0
207126,0
207128,0
207127,0
207168,0
207123,0
266105,0
207305,0
208531,0
109179,0
209505,0
109720,0
109721,0
109710,0
109718,0
210107,0
210151,0
210150,0
110156,0
110162,0
110160,0
110161,0
110164,0
110165,0
210408,0
111158,0
211117,0
111198,0
111180,0
111164,0
111170,0
111172,0
111160,0
111116,0
111194,0
111190,0
111168,0
111250,0
111196,0
111176,0
111162,0
111165,0
111313,0
111314,0
111256,0
111257,0
111258,0
111346,0
111344,0
111342,0
111333,0
111334,0
111328,0
111327,0
111320,0
111321,0
111322,0
111323,0
111332,0
111331,0
111326,0
111325,0
111324,0
111329,0
211150,0
211147,0
211148,0
211144,0
211145,0
211146,0
111488,0
111489,0
111689,0
111575,0
111574,0
111576,0
111621,0
111615,0
111617,0
111619,0
111572,0
111571,0
111570,0
111527,0
211438,0
211287,0
211281,0
111265,0
111267,0
211285,0
211283,0
111269,0
211412,0
211367,0
211355,0
211361,0
211422,0
211388,0
212284,0
212266,0
212268,0
212267,0
212272,0
212117,0
212120,0
212106,0
212114,0
212143,0
212131,0
212144,0
212146,0
212124,0
212139,0
212125,0
212140,0
212127,0
212142,0
212129,0
212107,0
212108,0
212110,0
212249,0
212255,0
212250,0
212256,0
212291,0
212237,0
212238,0
212239,0
212290,0
212240,0
212242,0
212289,0
212232,0
212293,0
212292,0
212287,0
212260,0
212233,0
212294,0
290154,0
212230,0
212244,0
212236,0
212248,0
212224,0
212246,0
212254,0
212252,0
212228,0
212218,0
212226,0
212220,0
212221,0
212205,0
212204,0
212206,0
212306,0
212309,0
212303,0
212312,0
212505,0
213648,0
213649,0
213639,0
213642,0
213657,0
213644,0
213615,0
213651,0
213614,0
213622,0
213613,0
213628,0
213629,0
213634,0
213618,0
213650,0
213620,0
213658,0
213619,0
213709,0
213636,0
213637,0
213647,0
213626,0
213624,0
213653,0
213625,0
213654,0
213623,0
213684,0
213685,0
213686,0
213683,0
213660,0
213661,0
213659,0
213591,0
213586,0
213587,0
213697,0
213527,0
213528,0
213522,0
213506,0
213514,0
213526,0
213505,0
213602,0
213594,0
213599,0
213596,0
213595,0
213601,0
213503,0
213504,0
213508,0
213515,0
213608,0
213604,0
213606,0
213605,0
213698,0
213695,0
213512,0
213513,0
213524,0
213509,0
213510,0
213511,0
213523,0
213507,0
213502,0
213525,0
213530,0
213583,0
213582,0
213710,0
213541,0
213553,0
213544,0
213547,0
213548,0
213542,0
213540,0
213545,0
213550,0
213549,0
213534,0
213533,0
213537,0
213713,0
213714,0
213719,0
213640,0
213641,0
213780,0
213781,0
213633,0
213610,0
213631,0
213617,0
213616,0
213638,0
213665,0
213558,0
213559,0
213566,0
213567,0
213603,0
213561,0
213580,0
213597,0
213574,0
213571,0
213609,0
213569,0
213646,0
213611,0
213576,0
213621,0
213578,0
213672,0
213662,0
213771,0
213770,0
213767,0
213773,0
213769,0
213774,0
213768,0
213703,0
213705,0
213706,0
214528,0
213666,0
213546,0
214251,0
214252,0
214253,0
214254,0
214243,0
214272,0
214274,0
214236,0
214237,0
214238,0
214239,0
214247,0
214248,0
214168,0
214210,0
214212,0
214215,0
214221,0
214130,0
214119,0
214120,0
214121,0
214122,0
214116,0
214118,0
214139,0
214117,0
214140,0
214142,0
214143,0
214144,0
214153,0
214149,0
214150,0
214151,0
214152,0
214129,0
214125,0
214126,0
214127,0
114138,0
214114,0
214112,0
214109,0
270526,0
270527,0
270512,0
270514,0
270518,0
270519,0
270520,0
270521,0
270522,0
270523,0
214535,0
214536,0
214537,0
214538,0
214539,0
214540,0
114531,0
114508,0
114512,0
214551,0
214544,0
214552,0
214545,0
214547,0
214548,0
214550,0
214527,0
214569,0
214558,0
214559,0
214555,0
214562,0
214564,0
214557,0
214566,0
214556,0
214589,0
214590,0
214591,0
214582,0
214583,0
215112,0
215127,0
215114,0
215123,0
215143,0
